osm_id,name,highway_type,surface,lanes,maxspeed,oneway,bridge,tunnel,lit,sidewalk,cycleway,width,access,ref,mid_lat,mid_lng,node_count
207207954,,footway,concrete,,,,,,no,,,,customers,,40.43957605,-79.9485626,2
207207956,,footway,concrete,,,,,,no,,,,customers,,40.4396055625,-79.9482151875,8
207207958,,footway,concrete,,,,,,yes,,,,customers,,40.4397688,-79.94825573333334,3
207207960,,footway,concrete,,,,,,yes,,,,customers,,40.43958753333333,-79.94837105,6
207213398,,footway,,,,,,,,,,,,,40.4418369,-79.95186534999999,2
207213399,,footway,concrete,,,,,,yes,,,,,,40.44252428,-79.9519796,5
207213400,,footway,concrete,,,,,,,,,,,,40.4424482,-79.9528614,4
207213401,,footway,asphalt,,,,,,yes,,,,,,40.441894075,-79.95259092500001,4
207213402,,footway,concrete,,,,,,yes,,,,,,40.442132775000005,-79.95266802500001,4
207213403,,footway,concrete,,,,,,,,,,,,40.442294700000005,-79.95272645,2
207213405,,footway,fine_gravel,,,,,,,,,,,,40.44211885,-79.951524225,4
207213406,,footway,concrete,,,,,,,,,,,,40.4423786,-79.95236145,2
207213408,,footway,concrete,,,,,,yes,,,,,,40.443080900000005,-79.95270593333333,3
207213409,,footway,concrete,,,,,,no,,,,,,40.44248918076923,-79.95249305769231,26
207213410,,footway,concrete,,,,,,,,,,,,40.442843333333336,-79.95286903333333,3
234198003,,footway,fine_gravel,,,,,,,,,,,,40.44203775,-79.951695,2
245035998,Gatewood Drive,residential,,,,,,,,,,,private,,40.445523,-79.93561816666666,3
245036660,,service,,,,,,,,,,,private,,40.446088257142854,-79.9387930857143,7
264432817,Frew Street,residential,sett,,,,,,,separate,,,,,40.44030592,-79.94159463999999,5
264432818,Tech Street,residential,asphalt,,,,,,,separate,,,,,40.440984379999996,-79.94190592,5
265732982,,steps,,,,,,,,,,,,,40.4473069,-79.94026263333333,3
265744574,Lower Panther Hollow Trail,cycleway,unpaved,,,,yes,,,,,,,,40.4380354,-79.94561446666667,3
265759807,Westinghouse Trail,footway,,,,,,,,,,,,,40.43919899,-79.94274119,10
265895120,South Craig Street,primary,asphalt,2,,,,,,,,,,,40.44477066666666,-79.94871408333334,6
265895121,Filmore Street,residential,asphalt,2,,,,,,both,,,,,40.445409000000005,-79.9469589,3
265898479,Zebina Way,service,asphalt,,,,,,,,,,,,40.44519228,-79.9481209,5
265898480,Spring Way,service,,,,,,,,,,,,,40.445638975,-79.9476925,4
265898481,,service,asphalt,,,yes,,,,,,,private,,40.445505125,-79.949495325,4
265898482,Utica Way,service,,,,,,,,,,,,,40.445948433333335,-79.9498435,3
265898483,,service,,,,,,,,,,,,,40.4459753,-79.9494401,3
266076700,,service,,,,,,,,,,,private,,40.4403925,-79.939214475,4
267171461,Devon Road,residential,cobblestone,,,,,,,both,,,yes,,40.444899157142856,-79.94093821428571,7
267171462,,footway,concrete,,,,,,,,,,,,40.44018826666667,-79.94264226666667,3
267171463,,footway,concrete,,,,,,,,,,,,40.439860350000004,-79.94290555,2
267173080,Warwick Terrace,residential,asphalt,,,,,,,,,,permissive,,40.446886766666665,-79.93883923333333,3
272882162,,footway,,,,,,,,,,,,,40.44764333333333,-79.95008493333334,3
272882165,,service,,,,,,,,,,,,,40.4478011,-79.94971063333332,3
272882167,,footway,concrete,,,,,,,,,,,,40.44710155,-79.9500171,2
272882169,,steps,,,,,,,,,,,,,40.447320733333335,-79.95004156666666,3
272882171,,footway,,,,,,,,,,,,,40.447321099999996,-79.95009265,2
272882174,,footway,,,,,,,,,,,,,40.44745613333333,-79.9500939,3
272882175,,steps,,,,,,,,,,,,,40.447481999999994,-79.9501047,2
272882178,,footway,,,,,,,,,,,,,40.447495950000004,-79.95013575,2
272882180,,footway,,,,,,,,,,,,,40.447428650000006,-79.95012045,2
272888430,PNC Bank Drive-Through Window,service,,,,yes,,,,,,,,,40.4467743,-79.94850826666666,3
288354408,,footway,concrete:plates,,,,,,no,,,,,,40.44310613333334,-79.9429293,3
292851769,South Neville Street,unclassified,,,25 mph,,,,,,,,,,40.44080402857143,-79.94969974285713,7
292851770,Fifth Avenue,trunk,asphalt,4,35 mph,,,,yes,,,,,,40.44805884418604,-79.9365678860465,43
293149231,Forbes Avenue,trunk,asphalt,3,25 mph,yes,,,yes,separate,,,,,40.4434138,-79.95268123333334,6
293149233,Schenley Drive,secondary,asphalt,2,,,yes,,,both,,,,,40.44112145,-79.94879605,2
294921122,Filmore Street,residential,asphalt,2,,no,,,,,,,,,40.44518806,-79.95004381999999,5
294921123,Forbes Avenue,trunk,asphalt,4,25 mph,yes,,,yes,separate,,,,,40.44386034,-79.95099189999999,5
294921129,Henry Street,residential,,,,,,,,both,,,,,40.446470340000005,-79.9475465,5
294921134,Henry Street,residential,,,,,,,,both,,,,,40.44638382,-79.94861915999999,5
294921138,Henry Street,residential,asphalt,,,,,,,both,,,,,40.446317325,-79.9495087,8
294921196,Schenley Drive,tertiary,asphalt,2,25 mph,,,,,,,,,,40.4400583,-79.94289971666667,12
294921205,South Dithridge Street,residential,asphalt,,,,,,yes,,,,,,40.4446437,-79.9502962,5
294921206,South Dithridge Street,residential,asphalt,,,,,,yes,,,,,,40.44567567777778,-79.95044057777778,9
296429762,Frew Street,residential,asphalt,,,yes,,,,,,,,,40.44096177692308,-79.94444973076922,13
302715368,Hamerschlag Drive,service,,,,,,,,,,,destination,,40.44466406,-79.94655789999999,5
302715369,Hamerschlag Drive,service,,,,,,building_passage,,,,,destination,,40.44395756666667,-79.94672263333332,3
311537787,Frew Street Extension,service,,,,,,,,both,,,designated,,40.440716275,-79.94828395,4
313329256,Skibo Drive,residential,,,,,,,,,,,,,40.441374588888884,-79.93968922222223,9
313329257,Northumberland Street,residential,,,,,,,,left,,,,,40.43929785,-79.93681066666666,6
313329258,,service,,,,,,,,,,,,,40.440528925,-79.950202125,4
313329261,,service,,,,,,,,,,,,,40.441633025,-79.949113375,4
313329262,,service,,,,,,,,,,,,,40.4429559,-79.94769169,10
313330277,Flossie Way,service,,,,,,,,,,,,,40.44494936666666,-79.94771833333333,3
313330279,Winthrop Street,residential,asphalt,,,,,,,both,,,,,40.4458964375,-79.9479897625,8
315436625,South Neville Street,unclassified,,,25 mph,,,,,,,,,,40.442893355555555,-79.9479930888889,9
316330725,,service,asphalt,,,,,,,,,,destination,,40.44593561428571,-79.94271122857143,7
318681921,Forbes Avenue,primary,asphalt,2,,,,,,,,,,,40.43956872222222,-79.93472875555557,18
318681923,Forbes Avenue,primary,asphalt,3,25 mph,,,,,separate,,,,,40.442886833333326,-79.93779796666666,3
320455187,Forbes Avenue,primary,asphalt,4,25 mph,,,,,,lane,,,,40.44447806363637,-79.94807527272727,11
320582061,,footway,paved,,,,,,,,,,,,40.443275400000005,-79.94634199999999,2
320582062,Hamerschlag Drive,service,,,,,,,,,,,destination,,40.443400483333335,-79.94679133333334,6
320582063,,footway,paved,,,,,,,,,,,,40.4431674,-79.9464102,2
320582064,Hamerschlag Drive,service,,,,,,building_passage,,,,,destination,,40.44314625,-79.94629115000001,2
320582066,,footway,concrete,,,,,,,,,,,,40.443348,-79.94629044999999,2
324526869,,footway,,,,,,,,,,,,,40.44405155,-79.9451704,2
324526870,,footway,,,,,,,,,,,,,40.443421275,-79.9449820875,8
324870337,,steps,,,,,,,,,,,,,40.44486139999999,-79.9480707,2
331173857,Boundary Street,residential,,,,,,,,,,,,,40.43719724,-79.94998434,5
331173860,,service,asphalt,,,,,,,left,,,,,40.4439459,-79.94850120000001,2
331173861,,footway,,,,,,,,,,,,,40.44313345,-79.94892732000001,10
331173862,,footway,,,,,,,,,,,,,40.4420447,-79.94990419999999,8
331173864,,service,,,,,,,,,,,private,,40.44255113333333,-79.9483516,3
331173866,,footway,concrete,,,,,,,,,,,,40.4424952,-79.95095436,5
331173867,,footway,concrete,,,,,,yes,,,,,,40.442975,-79.95136128571428,14
331173868,,pedestrian,concrete,,,,,,yes,,,,,,40.44266288888889,-79.95108176666666,9
331173869,,footway,,,,,,,,,,,,,40.4418062,-79.95200923333333,3
333009367,,footway,,,,,,,,,,,,,40.436878199999995,-79.9468088,3
333009368,,footway,,,,,yes,,,,,,,,40.43695515,-79.94680245,2
333009371,Hollow Run Trail,track,gravel,,,,,,,,,,,,40.43660697083333,-79.94777508333333,24
333009372,,footway,gravel,,,,,,,,,,,,40.437153099999996,-79.94697041666666,6
333009373,,footway,,,,,,,yes,,,,,,40.437174414285714,-79.94756052857143,7
333009374,,service,,,,,,,,,,,,,40.438056175,-79.947215925,4
335532205,Forbes Avenue,primary,asphalt,3,25 mph,,,,,,,,,,40.4425293,-79.93747286666667,3
335532206,Forbes Avenue,primary,asphalt,3,,,,,yes,separate,lane,,,,40.44395086666666,-79.93896073333333,3
335532207,Forbes Avenue,primary,asphalt,4,35 mph,,,,,separate,lane,,,,40.444546144444445,-79.94239492222222,9
335532208,Forbes Avenue,primary,asphalt,5,35 mph,no,,,,separate,lane,,,,40.44463725714286,-79.94346437142858,7
346053020,,cycleway,cobblestone,,,,,,,,,,,,40.43807236,-79.94659568666665,15
346053021,,service,,,,,,,,,,,,,40.4375628,-79.94756316666667,3
346090830,,path,dirt,,,,,,,,,,,,40.438179,-79.94516520833334,12
346090832,,footway,dirt,,,,,,,,,,,,40.43911394285714,-79.94373077142858,7
346090833,,steps,,,,,,,,,,,,,40.43900445,-79.94368175,2
346090835,,footway,,,,,,,,,,,,,40.43905088,-79.94217504000001,5
346090837,,steps,,,,,,,,,,,,,40.438432250000005,-79.9463791,2
346090838,,footway,,,,,,,,,,,,,40.43852355,-79.94646605,2
346092820,,footway,paved,,,,,,,,,,,,40.439423015,-79.945855295,20
346964423,North Neville Street,tertiary,asphalt,2,,,,,yes,both,,,,,40.4483936625,-79.947857375,8
346964424,North Neville Street,tertiary,asphalt,2,,,,,yes,both,,,,,40.44957228,-79.94837660666667,15
353963814,Schenley Drive,secondary,asphalt,2,,no,,,yes,separate,,,,,40.44222774666667,-79.95215276,15
354111245,,service,,,,,,,,,,,,,40.44138321,-79.95056499,10
358962505,,steps,,,,,,,,,,,,,40.439672125,-79.95168294999999,4
358962724,,steps,,,,,,,,,,,,,40.44171822,-79.93726388,5
359652180,,path,,,,,,,,,,,,,40.44131346153846,-79.95221599999999,13
364230454,,service,,,,,,,,,,,,,40.437849433333334,-79.9476284888889,9
366514681,,footway,gravel,,,,,,yes,,,,,,40.43697064210526,-79.94886360526316,19
366700511,Gladstone Street,residential,asphalt,2,,,,,,,,,private,,40.44092655833334,-79.93766460833334,12
366700512,Schenley Road,service,,,,,,,,,,,private,,40.44017382,-79.93628144,5
374792903,Schenley Drive,secondary,asphalt,2,,,,,yes,separate,,,,,40.440838899999996,-79.948282,3
392332364,,cycleway,asphalt,,,,,,,,,,,,40.44371305,-79.9471444,6
392332367,,footway,concrete,,,,,,,,,,,,40.44228918461538,-79.94986006538463,26
392332368,,footway,,,,,,,,,,,no,,40.44251916666666,-79.94937866666668,3
392332369,,footway,,,,,yes,,,,,,no,,40.442476049999996,-79.94921975,2
392332370,,footway,,,,,yes,,,,,,,,40.44266245,-79.9491506,2
392332371,,service,asphalt,,,,,,,,,,,,40.44328335,-79.94843715,2
392332372,,service,asphalt,,,,,,,left,,,,,40.443632433333335,-79.94835177777777,9
392332374,,footway,,,,,,,,,,,,,40.4446117,-79.94805396666668,3
392332376,,service,,,,,,,,,,,,,40.44308726666666,-79.9481553,3
392332378,,steps,,,,,,,,,,,,,40.44461973333333,-79.94657456666665,3
392332379,Boundary Street,residential,,,25 mph,,,,,both,,,,,40.445143814285714,-79.94653314285713,7
392332382,,service,,,,,,,,,,,private,,40.44251836666667,-79.94868503333333,3
392332383,,footway,unpaved,,,,,,,,,,,,40.437941550000005,-79.94729219999999,2
392332385,,footway,concrete,,,,,,yes,,,,,,40.43959006,-79.94716248666667,15
392332387,,footway,,,,,,,,,,,,,40.4384613,-79.9471046,2
392332388,,footway,,,,,,,,,,,,,40.439368425,-79.94679607500001,4
392332389,,footway,concrete,,,,,,no,,,,customers,,40.43963151818182,-79.94856623636363,11
392332390,,footway,,,,,,,,,,,private,,40.43990948,-79.948363425,20
392332391,,footway,concrete,,,,,,,,,,private,,40.439980649999995,-79.9482707875,8
392332392,,footway,,,,,,,,,,,customers,,40.4401030625,-79.9485410875,8
392332394,,footway,,,,,,,,,,,customers,,40.440042630769234,-79.94854996923075,13
392332398,,footway,,,,,,,,,,,customers,,40.44011426363637,-79.94842201818182,22
392332399,,footway,,,,,,,,,,,,,40.44014936,-79.94833666,5
392332401,,footway,,,,,,,,,,,private,,40.440107139999995,-79.94839288,10
392332405,,footway,,,,,,,,,,,customers,,40.44011448333333,-79.94828176666667,6
392540772,Lower Panther Hollow Trail,track,gravel,,,,,,,,,,,,40.43666757083333,-79.94462162083333,24
392540774,Hollow Run Trail,track,gravel,,,,,,,,,,,,40.43640974666666,-79.94533798333333,30
405380578,,steps,paved,,,,,,yes,,,,,,40.4444728,-79.94556915,2
405418073,,footway,,,,,,,,,,,,,40.44442503333333,-79.94556566666667,3
441046655,,footway,,,,,,,,,,,,,40.43949590714286,-79.9440280857143,14
441046657,,footway,,,,,,,,,,,,,40.439112173333335,-79.94631605333333,15
441046659,,footway,concrete,,,,,,,,,,,,40.44050023333333,-79.94231163333333,3
469613662,,service,asphalt,,,,,,,,,,,,40.4470386,-79.9444137,3
473677822,Henry Street,residential,asphalt,,,,,building_passage,,both,,,,,40.446265350000004,-79.95027155,2
492696946,,footway,,,,,,,,,,,,,40.43741509473684,-79.94264441578947,19
492696947,,footway,,,,,,,,,,,,,40.43944393181818,-79.94294275909091,22
492696951,,path,dirt,,,,,,,,,,,,40.440429140000006,-79.94257578,5
492696953,,service,,,,,,,,,,,,,40.4398681,-79.9487644,5
492696954,Lower Panther Hollow Trail,cycleway,asphalt,,,,,,,,,,,,40.437613299999995,-79.94743355,4
502157772,,footway,paved,,,,,,,,,,,,40.4429601,-79.94600491666667,6
506453528,,footway,concrete,,,,,,no,,,,,,40.443786233333334,-79.9426635,3
506453529,,footway,concrete:plates,,,,,,yes,,,,,,40.44390896666667,-79.94321686666667,3
506453530,,footway,concrete,,,,,,yes,,,,,,40.444153075,-79.943090275,4
506453531,,footway,concrete:plates,,,,,,yes,,,,,,40.44359218,-79.94328424,5
506453532,,footway,concrete,,,,,,,,,,,,40.443662974999995,-79.942425125,4
506453535,,footway,concrete:plates,,,,,,,,,,,,40.44412825,-79.9422812,2
506453537,,footway,concrete,,,,,,,,,,,,40.443457699999996,-79.93928495,2
506453538,,footway,paved,,,,,building_passage,,,,,,,40.44363605,-79.9400985,2
506453539,,service,asphalt,,,,,,,,,,destination,,40.444196616666666,-79.94129496666666,6
544345254,Hamerschlag Drive,service,paved,,,,,,,,,4.5,destination,,40.442876766666664,-79.9466709,3
544345255,Hamerschlag Drive,service,paved,,,,,,,,,4.5,destination,,40.44291618571429,-79.94595779999999,7
575424693,,service,,,,,,,,,,,,,40.4428851625,-79.9486741,8
612697572,,footway,concrete,,,,,,,,,,,,40.44051673333333,-79.95203608333334,6
619370079,,service,asphalt,,,yes,,,no,,,,,,40.448350166666664,-79.94829086666667,3
619370080,,service,,,,yes,,,,,,,private,,40.44817195,-79.94918064999999,4
619370081,,service,,,,yes,,,,,,,private,,40.4481554,-79.94958116666668,3
619370083,,service,,,,yes,,,,,,,private,,40.448590471428574,-79.94894677142858,7
619370084,,service,,,,,,,,,,,,,40.447510175000005,-79.94889785,4
619370085,,service,concrete,,,,,,,,,,,,40.44796186666667,-79.9477615,3
619370086,,service,,,,,,,,,,,private,,40.447820975,-79.94807002499999,4
620231507,,service,,,,,,,,,,,,,40.44169418,-79.93618355999999,5
625361998,Fifth Avenue,trunk,asphalt,4,35 mph,,,,yes,,,,,,40.447244133333335,-79.94493030833333,12
625479007,Fifth Avenue,trunk,asphalt,4,,yes,,,,separate,,,,,40.445398100000006,-79.95342198181818,11
625851681,Fifth Avenue,trunk,asphalt,4,,,,,,separate,,,,,40.44701084285714,-79.94830774285715,7
664396443,,footway,concrete,,,,,,yes,,,,,,40.44245150909091,-79.94287476363637,11
671916656,,service,,,,,,,,,,,,,40.445686439999996,-79.95072984,5
695591816,,service,,,,,,,,,,,,,40.44790533333333,-79.95093033333332,3
695592003,,service,,,,,,,,,,,,,40.44760483333334,-79.95108866666666,3
695599840,,service,,,,,,,,,,,,,40.4451371,-79.9497843,2
695599841,,service,asphalt,,,,,,,,,,,,40.44488226,-79.95011408,5
695599842,,service,,,,,,,,,,,,,40.444986175000004,-79.949592875,4
695599843,,service,,,,,,,,,,,,,40.444783900000004,-79.9496298,2
695605253,,service,,,,yes,,,,,,,,,40.448400344444444,-79.95027048888889,9
695607705,,service,asphalt,,,yes,,,,,,,,,40.447831475,-79.94854434999999,4
695607861,,service,,,,,,,,,,,,,40.446725019999995,-79.94749476,5
695609101,,service,,,,,,,,,,,,,40.4464182,-79.94862635,2
695610155,,service,concrete,,,yes,,,,,,,,,40.44589323333333,-79.9504068,3
695610156,,service,,,,yes,,,,,,,,,40.445955766666664,-79.95041483333334,3
695610157,,service,,,,yes,,,,,,,,,40.44601166666667,-79.95042096666667,3
695618983,,service,,,,,,,,,,,,,40.44809706666667,-79.94995416666667,3
695624588,,service,asphalt,,,,,,,,,,,,40.44766583333333,-79.95086753333334,3
695721851,,service,,,,yes,,,yes,,,,,,40.44908395,-79.94851015,6
695721852,,service,,,,,,,no,,,,,,40.44916583333333,-79.9482928,3
695721979,,service,,,,,,,,,,,,,40.44442633333333,-79.94935133333333,3
695722847,,service,,,,,,,,,,,,,40.44631056666666,-79.9470836,3
695725786,,service,,,,,,,yes,,,,,,40.44778286666667,-79.94767096666666,3
695728200,,service,,,,,,,,,,,,,40.44806996666667,-79.94940996666666,3
696033476,,service,,,,,,,,,,,,,40.4437900875,-79.9506848,8
696034099,,service,,,,,,,,,,,,,40.4443528,-79.949620575,4
696035006,,service,asphalt,,,,,,,,,,,,40.44850625,-79.94805955,4
696035007,,service,asphalt,,,,,,,,,,,,40.4485277,-79.94816325,2
696035140,,service,,,,,,,,,,,,,40.446620800000005,-79.94780175,2
696035177,,service,,,,,,,yes,,,,,,40.447523966666665,-79.94756416666667,3
696035858,,service,,,,,,,,,,,,,40.44427135,-79.94788855,4
696036008,,service,asphalt,,,,,,,,,,,,40.44384516,-79.95223498,5
700935335,,footway,,,,,,,,,,,,,40.437896800000004,-79.947193875,4
700935336,,footway,,,,,yes,,,,,,,,40.437042033333334,-79.94683856666667,6
700935337,,footway,unpaved,,,,,,,,,,,,40.438042545,-79.94742254,20
700935338,,footway,unpaved,,,,,,,,,,,,40.4380852,-79.9474739,2
700935340,,footway,,,,,,,,,,,,,40.43863986666667,-79.94664986666666,3
700935341,,footway,asphalt,,,,,,,,,,,,40.438649633333334,-79.94646316666667,3
700935342,,footway,,,,,,,,,,,,,40.43839677142857,-79.94689228571428,7
700935343,,footway,asphalt,,,,,,,,,,,,40.438051300000005,-79.9471912,3
700935344,,footway,concrete,,,,,,,,,,,,40.43860206,-79.94614504,5
700935345,,footway,,,,,,,,,,,,,40.43828604545455,-79.94672508181817,11
700935346,,footway,,,,,yes,,,,,,,,40.4370865,-79.94666996666666,9
700949830,,footway,concrete,,,,,,yes,,,,,,40.44070846666667,-79.948336,3
700949831,,footway,concrete,,,,,,,,,,,,40.442046005882354,-79.95149077647059,17
700949832,,footway,,,,,yes,,,,,,,,40.44115424,-79.94909996,5
700949834,,footway,asphalt,,,,,,yes,,,,,,40.4423356,-79.951577525,4
700949835,,footway,concrete,,,,,,,,,,,,40.442137233333334,-79.95056884444445,9
700949836,,footway,,,,,yes,,,,,,,,40.44125284285714,-79.94885148571429,7
701590231,,service,paving_stones,,,,,,,,,,,,40.44550936666667,-79.95033933333333,3
704768264,,service,paving_stones,,,,,,,,,,,,40.4453639,-79.95032139999999,3
714438322,,footway,concrete,,,,,,yes,,,,,,40.44350613333334,-79.95282830000001,3
714438340,,footway,concrete,,,,,,yes,,,,,,40.44402605,-79.95254025,2
714438341,,footway,dirt,,,,,,no,,,,,,40.444376,-79.9517669625,8
714792792,Schenley Drive,tertiary,asphalt,2,25 mph,,,,yes,,,,,,40.43897304666667,-79.94462438666666,15
714793939,Schenley Drive,tertiary,asphalt,2,25 mph,yes,,,yes,separate,,,,,40.43876385,-79.94609135,4
723284670,,footway,,,,,,,,,,,,,40.44558846666667,-79.94524539999999,3
723284671,,footway,,,,,,,,,,,private,,40.44511485,-79.945727075,4
723284672,,steps,,,,,,,,,,,,,40.445303800000005,-79.94549315,2
723284673,,steps,,,,,,,,,,,,,40.44506792,-79.94621642,5
723284674,,footway,,,,,,,,,,,,,40.4448143375,-79.9462732875,8
723284676,,service,,,,,,,,,,,,,40.444823988888885,-79.94622606666667,9
723284677,,footway,,,,,,,,,,,,,40.44497735,-79.94617015,2
723284678,,steps,,,,,,,,,,,,,40.444984399999996,-79.94613774999999,2
723284679,,footway,,,,,,,,,,,no,,40.44498835,-79.9460594,2
723284680,,footway,,,,,,,,,,,,,40.444650333333335,-79.94655110000001,3
723284681,,footway,,,,,,,,,,,,,40.444821,-79.94655133333333,3
723284682,,steps,concrete,,,,,,,,,,,,40.4447773,-79.9465554,2
723284683,,footway,asphalt,,,,,,,,,,,,40.4449548,-79.94649895,2
723284684,,footway,,,,,,,,,,,,,40.44542236666667,-79.94652006666666,6
723284685,,footway,asphalt,,,,,,,,,,,,40.445381733333335,-79.94655586666666,3
723284686,,footway,,,,,,,,,,,,,40.444578299999996,-79.9465538,3
723284687,,footway,,,,,,,,,,,,,40.4446666,-79.9466106,2
723286221,,footway,concrete,,,,,,yes,,,,,,40.44613409,-79.94465876000001,10
723286222,,service,,,,,,,,,,,,,40.44595245714286,-79.94485284285714,7
723286223,,footway,concrete,,,,,,yes,,,,,,40.4461167,-79.94403112500001,4
723286224,,footway,concrete,,,,,,yes,,,,,,40.444912125,-79.943925425,4
723286225,,footway,concrete,,,,,,,,,,,,40.445275225,-79.9446638375,8
723286226,,footway,asphalt,,,,,,yes,,,,,,40.4458919,-79.94386385,4
723286227,,service,asphalt,,,,,,,,,,private,,40.4458417,-79.9442506,2
723286228,,service,asphalt,,,,,,,,,,private,,40.445204999999994,-79.9440518,3
723286229,,footway,concrete,,,,,,yes,,,,,,40.44524232222222,-79.94435955555555,9
723286230,,footway,concrete,,,,,,yes,,,,,,40.4449735,-79.94452934285714,7
723286232,,service,asphalt,,,,,,,,,,,,40.4460551,-79.94431713333334,3
723960355,,service,asphalt,,,,,,,,,,,,40.448855333333334,-79.94797311666666,6
723960356,,service,asphalt,,,,,,,,,,,,40.4486191,-79.9478101,3
736575580,,footway,concrete,,,,,,,,,,,,40.44426776666666,-79.94226306666667,3
736575581,,footway,concrete,,,,,,,,,,,,40.444235975,-79.94202925,4
736575582,,footway,concrete,,,,,,,,,,,,40.444312499999995,-79.9420618,2
736575583,,footway,concrete,,,,,,,,,,,,40.4443037,-79.9419938,2
736575584,,footway,concrete,,,,,,,,,,,,40.4442606,-79.9417467,3
736575585,,footway,concrete,,,,,,,,,,,,40.4442199,-79.9415732,2
736575586,,footway,concrete,,,,,,,,,,,,40.443748,-79.94113885,2
736575587,,footway,concrete,,,,,,,,,,,,40.443391775,-79.9414126,4
736575588,,footway,concrete,,,,,,,,,,,,40.443435566666665,-79.94139843333333,3
736575590,,footway,concrete,,,,,,,,,,,,40.44388574285715,-79.94106867142857,7
736647453,,footway,concrete,,,,,,,,,,,,40.4441757,-79.94203795,2
749754329,,service,,,,,,,,,,,,,40.447602100000005,-79.93793473333334,6
749754330,,service,,,,,,,,,,,,,40.44812728333333,-79.93682061666667,6
749759668,,service,,,,,,,,,,,,,40.447898442857145,-79.94039925714286,7
749759669,,service,,,,,,,,,,,,,40.44772845,-79.94063469999999,6
749759670,,service,,,,,,,,,,,,,40.4479661,-79.939562425,12
749802111,,service,,,,,,,,,,,private,,40.446209328571435,-79.94610541428571,7
749802112,,service,,,,,,,,,,,private,,40.44610011428572,-79.94597132857143,7
749802113,,service,,,,,,,,,,,private,,40.44613055,-79.94598965,2
749802114,,service,,,,yes,,,,,,,private,,40.44663606666666,-79.94529433333334,12
749802115,,service,asphalt,,,,,,,,,,,,40.44758396666666,-79.94715938333333,6
749802116,,service,,,,yes,,,,,,,,,40.4480925875,-79.9460367125,8
749802118,,service,,,,yes,,,,,,,,,40.448351583333334,-79.9455115,6
750054299,,service,,,,,,,,,,,,,40.43986905294118,-79.93877184117648,17
750369947,,service,,,,yes,,,,,,,,,40.44491205714286,-79.94246032857143,7
756153187,,service,,,,,,,,,,,,,40.44830168,-79.94645948,5
756877043,,service,,,,,,,,,,,,,40.447917100000005,-79.93807816666667,3
757111602,,service,asphalt,,,,,,,,,,,,40.4419582,-79.94245760000001,2
761641802,,service,,,,,,,,,,,private,,40.44972483,-79.94437309999999,10
761641803,,service,,,,,,,,,,,private,,40.44781916666667,-79.9443064,3
761641804,,service,,,,,,,,,,,,,40.447763625,-79.94495105,4
763709584,,service,,,,,,,,,,,,,40.44792494285714,-79.93837037142858,7
763709585,,service,,,,,,,,,,,,,40.448770825,-79.93816855,4
768281601,,footway,concrete,,,,,,yes,,,,,,40.4418164,-79.952892075,4
769805493,,service,,,,,,,,,,,private,,40.44336388333333,-79.93609206666666,6
772264490,Steve Faloon Switchback,path,,,,,,,,,,,,,40.43732796875,-79.94527075625,16
772264491,Steve Faloon Lower Loop,path,,,,,,,,,,,,,40.43594271,-79.94172874,10
800968213,,service,,,,,,,,,,,private,,40.44918126,-79.94490906,5
816173889,,service,,,,,,,,,,,,,40.447424025,-79.94065493333333,12
831111231,,service,,,,,,,,,,,private,,40.446701475,-79.9357097,4
836140841,,footway,concrete,,,,,,yes,,,,,,40.44332615,-79.9517425,2
836140842,,footway,concrete,,,,,,yes,,,,,,40.44341977083334,-79.95177690416666,24
836140843,,footway,concrete,,,,,,yes,,,,,,40.44350875000001,-79.95169245,2
836140844,,footway,concrete,,,,,,yes,,,,,,40.44345475,-79.95192165,2
836140845,,footway,concrete,,,,,,yes,,,,,,40.4434047,-79.95164125,2
836140846,,footway,concrete,,,,,,yes,,,,,,40.44333825,-79.9518772,2
836140847,,footway,concrete,,,,,,yes,,,,,,40.44337405,-79.9519876,2
836140848,,footway,concrete,,,,,,yes,,,,,,40.44352775,-79.95182875,2
839717365,,footway,concrete,,,,,,yes,,,,,,40.4427711,-79.9517123,4
839717366,,footway,asphalt,,,,,,yes,,,,,,40.44236884,-79.95180156,5
839717367,,service,,,,,,,,,,,,,40.44375876666667,-79.9523837,3
839717368,,steps,concrete,,,,,,yes,,,,,,40.44399585,-79.95248925000001,2
839717369,,footway,concrete,,,,,,yes,,,,,,40.4439951,-79.9524365,2
839717370,,steps,concrete,,,,,,yes,,,,,,40.4439744,-79.95245615,2
839717371,,footway,concrete,,,,,,yes,,,,,,40.44377203333333,-79.95239826666666,3
839717375,,footway,asphalt,,,,,,yes,,,,,,40.443451933333336,-79.95211006666666,3
839717376,,footway,concrete,,,,,,yes,,,,,,40.443424099999994,-79.952208,3
839717377,,footway,asphalt,,,,,,yes,,,,,,40.443519466666665,-79.9522659,3
839717379,,footway,asphalt,,,,,,yes,,,,,,40.441728633333334,-79.95269883333333,3
839717382,,footway,asphalt,,,,,,yes,,,,,,40.44185036666667,-79.95274996666667,3
839717383,,footway,concrete,,,,,,yes,,,,,,40.44194805,-79.95270715000001,2
839717384,,footway,asphalt,,,,,,yes,,,,,,40.44248476666667,-79.95169006666667,3
839717385,,footway,compacted,,,,,,yes,,,,,,40.44249525,-79.9518025,2
839717386,,footway,concrete,,,,,,yes,,,,,,40.44247674285714,-79.95307115,14
839717387,,footway,concrete,,,,,,yes,,,,,,40.443207175,-79.953049225,8
